UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
16349383,"Mills AL, Herman JS, Hornberger GM, Dejesús TH",1994,Sep,Effect of solution ionic strength and iron coatings on mineral grains on the sorption of bacterial cells to quartz sand.,"Mills AL, Herman JS, Hornberger GM, Dejesús TH.Effect of solution ionic strength and iron coatings on mineral grains on the sorption of bacterial cells to quartz sand. Appl Environ Microbiol. 1994 Sep; 60(9):3300-6. "
16549033,"Edwards RA, Rodriguez-Brito B, Wegley L, Haynes M, Breitbart M, Peterson DM, Saar MO, Alexander S, Alexander EC Jr, Rohwer F",2006,Mar,Using pyrosequencing to shed light on deep mine microbial ecology.,"Edwards RA, Rodriguez-Brito B, Wegley L, Haynes M, Breitbart M, Peterson DM, Saar MO, Alexander S, Alexander EC Jr, Rohwer F.Using pyrosequencing to shed light on deep mine microbial ecology. BMC Genomics. 2006 Mar 20; 7:57. "
16556197,"Vacher HL, Hutchings WC, Budd DA",2006,Mar-Apr,Metaphors and models: the ASR bubble in the Floridan aquifer.,"Vacher HL, Hutchings WC, Budd DA.Metaphors and models: the ASR bubble in the Floridan aquifer. Ground Water. 2006 Mar-Apr; 44(2):144-54. "
16568774,"Abe Y, Hunkeler D",2006,Mar,Does the Rayleigh equation apply to evaluate field isotope data in contaminant hydrogeology?,"Abe Y, Hunkeler D.Does the Rayleigh equation apply to evaluate field isotope data in contaminant hydrogeology? Environ Sci Technol. 2006 Mar 1; 40(5):1588-96. "
16580707,"Posen P, Lovett A, Hiscock K, Evers S, Ward R, Reid B",2006,Aug,Incorporating variations in pesticide catabolic activity into a GIS-based groundwater risk assessment.,"Posen P, Lovett A, Hiscock K, Evers S, Ward R, Reid B.Incorporating variations in pesticide catabolic activity into a GIS-based groundwater risk assessment. Sci Total Environ. 2006 Aug 31; 367(2-3):641-52. "
16621232,"Fernández-Cortés A, Calaforra JM, Jiménez-Espinosa R, Sánchez-Martos F",2006,Dec,Geostatistical spatiotemporal analysis of air temperature as an aid to delineating thermal stability zones in a potential show cave: implications for environmental management.,"Fernández-Cortés A, Calaforra JM, Jiménez-Espinosa R, Sánchez-Martos F.Geostatistical spatiotemporal analysis of air temperature as an aid to delineating thermal stability zones in a potential show cave: implications for environmental management. J Environ Manage. 2006 Dec; 81(4):371-83. "
16707317,"Trettin R, Glässer W, Lerche I, Seelig U, Treutler HC",2006,Jun,Flooding of lignite mines: isotope variations and processes in a system influenced by saline groundwater.,"Trettin R, Glässer W, Lerche I, Seelig U, Treutler HC.Flooding of lignite mines: isotope variations and processes in a system influenced by saline groundwater. Isotopes Environ Health Stud. 2006 Jun; 42(2):159-79. "
16828928,"Martienssen M, Fabritius H, Kukla S, Balcke GU, Hasselwander E, Schirmer M",2006,Sep,Determination of naturally occurring MTBE biodegradation by analysing metabolites and biodegradation by-products.,"Martienssen M, Fabritius H, Kukla S, Balcke GU, Hasselwander E, Schirmer M.Determination of naturally occurring MTBE biodegradation by analysing metabolites and biodegradation by-products. J Contam Hydrol. 2006 Sep 10; 87(1-2):37-53. "
16841355,"Gil-García MD, Barranco-Martínez D, Martínez-Galera M, Parrilla-Vázquez P",2006,,"Simple, rapid solid-phase extraction procedure for the determination of ultra-trace levels of pyrethroids in ground and sea water by liquid chromatography/electrospray ionization mass spectroscopy.","Gil-García MD, Barranco-Martínez D, Martínez-Galera M, Parrilla-Vázquez P.Simple, rapid solid-phase extraction procedure for the determination of ultra-trace levels of pyrethroids in ground and sea water by liquid chromatography/electrospray ionization mass spectroscopy. Rapid Commun Mass Spectrom. 2006; 20(16):2395-403. "
16857042,Weeks EP,2006,Jul-Aug,R.W. Stallman (1924-1977)--an underappreciated contributor to hydrogeology.,Weeks EP.R.W. Stallman (1924-1977)--an underappreciated contributor to hydrogeology. Ground Water. 2006 Jul-Aug; 44(4):618-21. 
16857293,"Morvan X, Mouvet C, Baran N, Gutierrez A",2006,Oct,Pesticides in the groundwater of a spring draining a sandy aquifer: temporal variability of concentrations and fluxes.,"Morvan X, Mouvet C, Baran N, Gutierrez A.Pesticides in the groundwater of a spring draining a sandy aquifer: temporal variability of concentrations and fluxes. J Contam Hydrol. 2006 Oct 10; 87(3-4):176-90. "
16870565,"Strauch G, Oyarzun J, Fiebig-Wittmaack M, González E, Weise SM",2006,Sep,Contributions of the different water sources to the Elqui river runoff (northern Chile) evaluated by H/O isotopes.,"Strauch G, Oyarzun J, Fiebig-Wittmaack M, González E, Weise SM.Contributions of the different water sources to the Elqui river runoff (northern Chile) evaluated by H/O isotopes. Isotopes Environ Health Stud. 2006 Sep; 42(3):303-22. "
16956617,"Agüera A, Mezcua M, Mocholí F, Vargas-Berenguel A, Fernández-Alba AR",2006,Nov,Application of gas chromatography-hybrid chemical ionization mass spectrometry to the analysis of diclofenac in wastewater samples.,"Agüera A, Mezcua M, Mocholí F, Vargas-Berenguel A, Fernández-Alba AR.Application of gas chromatography-hybrid chemical ionization mass spectrometry to the analysis of diclofenac in wastewater samples. J Chromatogr A. 2006 Nov 10; 1133(1-2):287-92. "
17087748,Gómez-Hernández JJ,2006,Nov-Dec,Complexity.,Gómez-Hernández JJ.Complexity. Ground Water. 2006 Nov-Dec; 44(6):782-5. 
17143414,Formoso ML,2006,Dec,Some topics on geochemistry of weathering: a review.,Formoso ML.Some topics on geochemistry of weathering: a review. An Acad Bras Cienc. 2006 Dec; 78(4):809-20. 
17279449,"Nestler H, Kiesel B, Kaschabek SR, Mau M, Schlömann M, Balcke GU",2007,Dec,Biodegradation of chlorobenzene under hypoxic and mixed hypoxic-denitrifying conditions.,"Nestler H, Kiesel B, Kaschabek SR, Mau M, Schlömann M, Balcke GU.Biodegradation of chlorobenzene under hypoxic and mixed hypoxic-denitrifying conditions. Biodegradation. 2007 Dec; 18(6):755-67. "
17324438,"García MD, Galera MM, Valverde RS, Galanti A, Girotti S",2007,Apr,Column switching liquid chromatography and post-column photochemically fluorescence detection to determine imidacloprid and 6-chloronicotinic acid in honeybees.,"García MD, Galera MM, Valverde RS, Galanti A, Girotti S.Column switching liquid chromatography and post-column photochemically fluorescence detection to determine imidacloprid and 6-chloronicotinic acid in honeybees. J Chromatogr A. 2007 Apr 13; 1147(1):17-23. "
17335486,"Harvey FE, Swinehart JB, Kurtz TM",2007,Mar-Apr,Ground water sustenance of Nebraska's unique Sand Hills peatland fen ecosystems.,"Harvey FE, Swinehart JB, Kurtz TM.Ground water sustenance of Nebraska's unique Sand Hills peatland fen ecosystems. Ground Water. 2007 Mar-Apr; 45(2):218-34. "
17335489,Fryar AE,2007,Mar-Apr,"The future of hydrogeology, then and now: a look back at O.E. Meinzer's perspectives, 1934 to 1947.","Fryar AE.The future of hydrogeology, then and now: a look back at O.E. Meinzer's perspectives, 1934 to 1947. Ground Water. 2007 Mar-Apr; 45(2):246-9. "
17346849,"Sardini P, Robinet JC, Siitari-Kauppi M, Delay F, Hellmuth KH",2007,Aug,Direct simulation of heterogeneous diffusion and inversion procedure applied to an out-diffusion experiment. Test case of Palmottu granite.,"Sardini P, Robinet JC, Siitari-Kauppi M, Delay F, Hellmuth KH.Direct simulation of heterogeneous diffusion and inversion procedure applied to an out-diffusion experiment. Test case of Palmottu granite. J Contam Hydrol. 2007 Aug 15; 93(1-4):21-37. "
17346850,"Hitchmough AM, Riley MS, Herbert AW, Tellam JH",2007,Aug,Estimating the hydraulic properties of the fracture network in a sandstone aquifer.,"Hitchmough AM, Riley MS, Herbert AW, Tellam JH.Estimating the hydraulic properties of the fracture network in a sandstone aquifer. J Contam Hydrol. 2007 Aug 15; 93(1-4):38-57. "
17376572,"Morasch B, Höhener P, Hunkeler D",2007,Aug,Evidence for in situ degradation of mono-and polyaromatic hydrocarbons in alluvial sediments based on microcosm experiments with 13C-labeled contaminants.,"Morasch B, Höhener P, Hunkeler D.Evidence for in situ degradation of mono-and polyaromatic hydrocarbons in alluvial sediments based on microcosm experiments with 13C-labeled contaminants. Environ Pollut. 2007 Aug; 148(3):739-48. "
17391005,"Lollar BS, Hirschorn SK, Chartrand MM, Lacrampe-Couloume G",2007,May,An approach for assessing total instrumental uncertainty in compound-specific carbon isotope analysis: implications for environmental remediation studies.,"Lollar BS, Hirschorn SK, Chartrand MM, Lacrampe-Couloume G.An approach for assessing total instrumental uncertainty in compound-specific carbon isotope analysis: implications for environmental remediation studies. Anal Chem. 2007 May 1; 79(9):3469-75. "
17399875,"Kalbus E, Schmidt C, Bayer-Raich M, Leschik S, Reinstorf F, Balcke GU, Schirmer M",2007,Aug,New methodology to investigate potential contaminant mass fluxes at the stream-aquifer interface by combining integral pumping tests and streambed temperatures.,"Kalbus E, Schmidt C, Bayer-Raich M, Leschik S, Reinstorf F, Balcke GU, Schirmer M.New methodology to investigate potential contaminant mass fluxes at the stream-aquifer interface by combining integral pumping tests and streambed temperatures. Environ Pollut. 2007 Aug; 148(3):808-16. "
17466782,"Oswald SE, Spiegel MA, Kinzelbach W",2007,May,Three-dimensional saltwater-freshwater fingering in porous media: contrast agent MRI as basis for numerical simulations.,"Oswald SE, Spiegel MA, Kinzelbach W.Three-dimensional saltwater-freshwater fingering in porous media: contrast agent MRI as basis for numerical simulations. Magn Reson Imaging. 2007 May; 25(4):537-40. "
17498236,"Hubert N, Duponchelle F, Nuñez J, Garcia-Davila C, Paugy D, Renno JF",2007,May,Phylogeography of the piranha genera Serrasalmus and Pygocentrus: implications for the diversification of the Neotropical ichthyofauna.,"Hubert N, Duponchelle F, Nuñez J, Garcia-Davila C, Paugy D, Renno JF.Phylogeography of the piranha genera Serrasalmus and Pygocentrus: implications for the diversification of the Neotropical ichthyofauna. Mol Ecol. 2007 May; 16(10):2115-36. "
17559967,"Ham PA, Prommer H, Olsson AH, Schotting RJ, Grathwohl P",2007,Aug,Predictive modelling of dispersion controlled reactive plumes at the laboratory-scale.,"Ham PA, Prommer H, Olsson AH, Schotting RJ, Grathwohl P.Predictive modelling of dispersion controlled reactive plumes at the laboratory-scale. J Contam Hydrol. 2007 Aug 15; 93(1-4):304-15. "
17562104,"Lesta M, Mauring T, Mander U",2007,Aug,Estimation of landscape potential for construction of surface-flow wetlands for wastewater treatment in Estonia.,"Lesta M, Mauring T, Mander U.Estimation of landscape potential for construction of surface-flow wetlands for wastewater treatment in Estonia. Environ Manage. 2007 Aug; 40(2):303-13. "
17615966,"Martienssen M, Schirmer M",2007,May,Use of surfactants to improve the biological degradation of petroleum hydrocarbons in a field site study.,"Martienssen M, Schirmer M.Use of surfactants to improve the biological degradation of petroleum hydrocarbons in a field site study. Environ Technol. 2007 May; 28(5):573-82. "
17626447,"Balcke GU, Meenken S, Hoefer C, Oswald SE",2007,Jun,Kinetic gas-water transfer and gas accumulation in porous media during pulsed oxygen sparging.,"Balcke GU, Meenken S, Hoefer C, Oswald SE.Kinetic gas-water transfer and gas accumulation in porous media during pulsed oxygen sparging. Environ Sci Technol. 2007 Jun 15; 41(12):4428-34. "
17760580,Renard P,2007,Sep-Oct,Stochastic hydrogeology: what professionals really need?,Renard P.Stochastic hydrogeology: what professionals really need? Ground Water. 2007 Sep-Oct; 45(5):531-41. 
17760586,"Eaton TT, Anderson MP, Bradbury KR",2007,Sep-Oct,Fracture control of ground water flow and water chemistry in a rock aquitard.,"Eaton TT, Anderson MP, Bradbury KR.Fracture control of ground water flow and water chemistry in a rock aquitard. Ground Water. 2007 Sep-Oct; 45(5):601-15. "
17822087,"Goldscheider N, Haller L, Poté J, Wildi W, Zopfi J",2007,Aug,Characterizing water circulation and contaminant transport in Lake Geneva using bacteriophage tracer experiments and limnological methods.,"Goldscheider N, Haller L, Poté J, Wildi W, Zopfi J.Characterizing water circulation and contaminant transport in Lake Geneva using bacteriophage tracer experiments and limnological methods. Environ Sci Technol. 2007 Aug 1; 41(15):5252-8. "
17854960,"Reinstorf F, Strauch G, Schirmer K, Gläser HR, Möder M, Wennrich R, Osenbrück K, Schirmer M",2008,Mar,"Mass fluxes and spatial trends of xenobiotics in the waters of the city of Halle, Germany.","Reinstorf F, Strauch G, Schirmer K, Gläser HR, Möder M, Wennrich R, Osenbrück K, Schirmer M.Mass fluxes and spatial trends of xenobiotics in the waters of the city of Halle, Germany. Environ Pollut. 2008 Mar; 152(2):452-60. "
17934786,"Balcke GU, Wegener S, Kiesel B, Benndorf D, Schlömann M, Vogt C",2008,Jul,Kinetics of chlorobenzene biodegradation under reduced oxygen levels.,"Balcke GU, Wegener S, Kiesel B, Benndorf D, Schlömann M, Vogt C.Kinetics of chlorobenzene biodegradation under reduced oxygen levels. Biodegradation. 2008 Jul; 19(4):507-18. "
17949849,"Brouyère S, Batlle-Aguilar J, Goderniaux P, Dassargues A",2008,Jan,A new tracer technique for monitoring groundwater fluxes: the Finite Volume Point Dilution Method.,"Brouyère S, Batlle-Aguilar J, Goderniaux P, Dassargues A.A new tracer technique for monitoring groundwater fluxes: the Finite Volume Point Dilution Method. J Contam Hydrol. 2008 Jan 28; 95(3-4):121-40. "
17973756,"Perrochet P, Dematteis A",2007,Nov-Dec,Modeling transient discharge into a tunnel drilled in a heterogeneous formation.,"Perrochet P, Dematteis A.Modeling transient discharge into a tunnel drilled in a heterogeneous formation. Ground Water. 2007 Nov-Dec; 45(6):786-90. "
18001124,"Bueno MJ, Agüera A, Gómez MJ, Hernando MD, García-Reyes JF, Fernandez-Alba AR",2007,Dec,Application of liquid chromatography/quadrupole-linear Ion trap mass spectrometry and time-of-flight mass spectrometry to the determination of pharmaceuticals and related contaminants in wastewater.,"Bueno MJ, Agüera A, Gómez MJ, Hernando MD, García-Reyes JF, Fernandez-Alba AR.Application of liquid chromatography/quadrupole-linear Ion trap mass spectrometry and time-of-flight mass spectrometry to the determination of pharmaceuticals and related contaminants in wastewater. Anal Chem. 2007 Dec 15; 79(24):9372-84. "
18074205,"Gil-García MD, Martínez-Galera M, Parrilla-Vázquez P, Mughari AR, Ortiz-Rodríguez IM",2008,Mar,Application of the Doehlert design to optimize the signal obtained in photochemically induced fluorescence for the determination of eight phenylureas.,"Gil-García MD, Martínez-Galera M, Parrilla-Vázquez P, Mughari AR, Ortiz-Rodríguez IM.Application of the Doehlert design to optimize the signal obtained in photochemically induced fluorescence for the determination of eight phenylureas. J Fluoresc. 2008 Mar; 18(2):365-73. "
18194326,"Earman S, McPherson BJ, Phillips FM, Ralser S, Herrin JM, Broska J",2008,May-Jun,Tectonic influences on ground water quality: insight from complementary methods.,"Earman S, McPherson BJ, Phillips FM, Ralser S, Herrin JM, Broska J.Tectonic influences on ground water quality: insight from complementary methods. Ground Water. 2008 May-Jun; 46(3):354-71. "
